root_sentence,perturbed_sentence,method,predicted_root,is_correct
"I was too young to get in the theater (although I did manage to sneak into ""Goodbye Columbus"").","I was too young to go to the theater (but I did get a sneak peek of ""Goodbye Columbus"").",paraphrasing,"I was too young to get in the theater (although I did manage to sneak into ""Goodbye Columbus"").",True
"I was too young to get in the theater (although I did manage to sneak into ""Goodbye Columbus"").","""I was too young to get in the theater (although I did manage to sneak into ""Goodbye Columbus"").""",diplomatic-attack,"I was too young to get in the theater (although I did manage to sneak into ""Goodbye Columbus"").",True
"Then a screening at a local film museum beckoned - Finally I could see this film, except now I was as old as my parents were when they schlepped to see it!","Suddenly, a local film museum showed me a movie after a long wait - I was as young as my parents when they arrived, even though they had already gone to see it.",paraphrasing,"Then a screening at a local film museum beckoned - Finally I could see this film, except now I was as old as my parents were when they schlepped to see it!",True
"Then a screening at a local film museum beckoned - Finally I could see this film, except now I was as old as my parents were when they schlepped to see it!","""Then a screening at a local film museum beckoned - Finally I could see this film, except now I was as old as my parents were when they schlepped to see it!""",diplomatic-attack,"Then a screening at a local film museum beckoned - Finally I could see this film, except now I was as old as my parents were when they schlepped to see it!",True
!<br /><br />The ONLY reason this film was not condemned to the anonymous sands of time was because of the obscenity case sparked by its U.S. release.,br />br />br />br />br />br />br />br />br />br />br />br />br />br />br />br />br />br />br br br/>br,paraphrasing,"has never emerged.<br /><br />All in all, though, the movie is harmless, only a waste of rental.",False
!<br /><br />The ONLY reason this film was not condemned to the anonymous sands of time was because of the obscenity case sparked by its U.S. release.,"""!br />br />The ONLY reason this film was not condemned to the anonymous sands of time was because of the obscenity case sparked by its U.S. release.""",diplomatic-attack,!<br /><br />The ONLY reason this film was not condemned to the anonymous sands of time was because of the obscenity case sparked by its U.S. release.,True
I would put this at the top of my list of films in the category of unwatchable trash!,"Among the movies I consider to be unwatchable trash, this one should be at the top of my must-watch list.",paraphrasing,I would put this at the top of my list of films in the category of unwatchable trash!,True
I would put this at the top of my list of films in the category of unwatchable trash!,"""I would put this at the top of my list of films in the category of unwatchable trash!""",diplomatic-attack,I would put this at the top of my list of films in the category of unwatchable trash!,True
"There are films that are bad, but the worst kind are the ones that are unwatchable but you are suppose to like them because they are supposed to be good for you!",The worst kind of movies are the ones that are unwatchable but supposed to be enjoyable because they are supposed to be good for you.,paraphrasing,"There are films that are bad, but the worst kind are the ones that are unwatchable but you are suppose to like them because they are supposed to be good for you!",True
"There are films that are bad, but the worst kind are the ones that are unwatchable but you are suppose to like them because they are supposed to be good for you!","""There are films that are bad, but the worst kind are the ones that are unwatchable but you are suppose to like them because they are supposed to be good for you!""",diplomatic-attack,"There are films that are bad, but the worst kind are the ones that are unwatchable but you are suppose to like them because they are supposed to be good for you!",True
"The sex sequences, so shocking in its day, couldn't even arouse a rabbit.","The sexual sequences, so unexpected in its time, were invulnerable to arousing even a rabbit.",paraphrasing,"The sex sequences, so shocking in its day, couldn't even arouse a rabbit.",True
"The sex sequences, so shocking in its day, couldn't even arouse a rabbit.","""The sex sequences, so shocking in its day, couldn't even arouse a rabbit.""",diplomatic-attack,"The sex sequences, so shocking in its day, couldn't even arouse a rabbit.",True
The so called controversial politics is strictly high school sophomore amateur night Marxism.,"The so-called ""controversial politics"" involves a Marxism practiced on a strictly sophomore amateur night in high school.",paraphrasing,The so called controversial politics is strictly high school sophomore amateur night Marxism.,True
The so called controversial politics is strictly high school sophomore amateur night Marxism.,"""The so called controversial politics is strictly high school sophomore amateur night Marxism.""",diplomatic-attack,The so called controversial politics is strictly high school sophomore amateur night Marxism.,True
The film is self-consciously arty in the worst sense of the term.,The film is a work of self-deprecating art in the worst-case scenario.,paraphrasing,The film is self-consciously arty in the worst sense of the term.,True
The film is self-consciously arty in the worst sense of the term.,"""The film is self-consciously arty in the worst sense of the term.""",diplomatic-attack,The film is self-consciously arty in the worst sense of the term.,True
Some scenes are out of focus or taken from the wrong angle.,Certain scenes may be out of focus or captured from the wrong perspective.,paraphrasing,Some scenes are out of focus or taken from the wrong angle.,True
Some scenes are out of focus or taken from the wrong angle.,Some scenes are out of focus or taken from the wrong angle.,diplomatic-attack,Some scenes are out of focus or taken from the wrong angle.,True
"Whoever wrote the screenplay for this movie obviously never consulted any books about Lucille Ball, especially her autobiography.","It is evident that the individual who wrote the screenplay for this movie never delved into any literature related to Lucille Ball, particularly her autobiography.",paraphrasing,"Whoever wrote the screenplay for this movie obviously never consulted any books about Lucille Ball, especially her autobiography.",True
"Whoever wrote the screenplay for this movie obviously never consulted any books about Lucille Ball, especially her autobiography.","""Whoever wrote the screenplay for this movie obviously never consulted any books about Lucille Ball, especially her autobiography.""",diplomatic-attack,"Whoever wrote the screenplay for this movie obviously never consulted any books about Lucille Ball, especially her autobiography.",True
"I've never seen so many mistakes in a biopic, ranging from her early years in Celoron and Jamestown to her later years with Desi.","I've never encountered such a high number of errors in a biographical film, from her childhood in Celoron and Jamestown to her later years with Desi.",paraphrasing,"I've never seen so many mistakes in a biopic, ranging from her early years in Celoron and Jamestown to her later years with Desi.",True
"I've never seen so many mistakes in a biopic, ranging from her early years in Celoron and Jamestown to her later years with Desi.","""I've never seen so many mistakes in a biopic, ranging from her early years in Celoron and Jamestown to her later years with Desi.""",diplomatic-attack,"I've never seen so many mistakes in a biopic, ranging from her early years in Celoron and Jamestown to her later years with Desi.",True
"I could write a whole list of factual errors, but it would go on for pages.","I could create a comprehensive list of factual errors, but it would take hours and pages.",paraphrasing,"I could write a whole list of factual errors, but it would go on for pages.",True
"I could write a whole list of factual errors, but it would go on for pages.","""I could write a whole list of factual errors, but it would go on for pages.""",diplomatic-attack,"I could write a whole list of factual errors, but it would go on for pages.",True
"In all, I believe that Lucille Ball is one of those inimitable people who simply cannot be portrayed by anyone other than themselves.","Lucille Ball is one of those rare people who, in my opinion, cannot be replicated by anyone but herself.",paraphrasing,"In all, I believe that Lucille Ball is one of those inimitable people who simply cannot be portrayed by anyone other than themselves.",True
"In all, I believe that Lucille Ball is one of those inimitable people who simply cannot be portrayed by anyone other than themselves.","""In all, I believe that Lucille Ball is one of those inimitable people who simply cannot be portrayed by anyone other than themselves.""",diplomatic-attack,"In all, I believe that Lucille Ball is one of those inimitable people who simply cannot be portrayed by anyone other than themselves.",True
"If I were Lucie Arnaz and Desi, Jr., I would be irate at how many mistakes were made in this film.","If I were Lucie Arnaz and Desi, Jr., I would be shocked to learn that there were numerous errors in this film.",paraphrasing,"If I were Lucie Arnaz and Desi, Jr., I would be irate at how many mistakes were made in this film.",True
"If I were Lucie Arnaz and Desi, Jr., I would be irate at how many mistakes were made in this film.","""If I were Lucie Arnaz and Desi, Jr., I would be irate at how many mistakes were made in this film.""",diplomatic-attack,"If I were Lucie Arnaz and Desi, Jr., I would be irate at how many mistakes were made in this film.",True
"The filmmakers tried hard, but the movie seems awfully sloppy to me.","Despite the filmmakers' best efforts, the movie feels a little carefree to me, at least on the surface.",paraphrasing,"The filmmakers tried hard, but the movie seems awfully sloppy to me.",True
"The filmmakers tried hard, but the movie seems awfully sloppy to me.","""The filmmakers tried hard, but the movie seems awfully sloppy to me.""",diplomatic-attack,"The filmmakers tried hard, but the movie seems awfully sloppy to me.",True
"When I first saw a glimpse of this movie, I quickly noticed the actress who was playing the role of Lucille Ball.","Upon viewing the movie for the first time, I was immediately captivated by the actress playing Lucille Ball.",paraphrasing,"When I first saw a glimpse of this movie, I quickly noticed the actress who was playing the role of Lucille Ball.",True
"When I first saw a glimpse of this movie, I quickly noticed the actress who was playing the role of Lucille Ball.","""When I first saw a glimpse of this movie, I quickly noticed the actress who was playing the role of Lucille Ball.""",diplomatic-attack,"When I first saw a glimpse of this movie, I quickly noticed the actress who was playing the role of Lucille Ball.",True
To think about a legend like Lucille Ball being portrayed the way she was in the movie is horrendous.,"It's a tragedy that a legend like Lucille Ball was depicted the way she was in the movie, which is a pitiful portrayal.",paraphrasing,To think about a legend like Lucille Ball being portrayed the way she was in the movie is horrendous.,True
To think about a legend like Lucille Ball being portrayed the way she was in the movie is horrendous.,"""To think about a legend like Lucille Ball being portrayed the way she was in the movie is horrendous.""",diplomatic-attack,To think about a legend like Lucille Ball being portrayed the way she was in the movie is horrendous.,True
"I cannot believe out of all the actresses in the world who could play a much better Lucy, the producers decided to get Rachel York.","Rachel York was chosen by the producers as the only actress who could play a better role as Lucy, out of all the actresses worldwide.",paraphrasing,"I cannot believe out of all the actresses in the world who could play a much better Lucy, the producers decided to get Rachel York.",True
"I cannot believe out of all the actresses in the world who could play a much better Lucy, the producers decided to get Rachel York.","""I cannot believe out of all the actresses in the world who could play a much better Lucy, the producers decided to get Rachel York.""",diplomatic-attack,"I cannot believe out of all the actresses in the world who could play a much better Lucy, the producers decided to get Rachel York.",True
She might be a good actress in other roles but to play the role of Lucille Ball is tough.,"Despite potential talent for other roles, she finds it challenging to perform as Lucille Ball.",paraphrasing,She might be a good actress in other roles but to play the role of Lucille Ball is tough.,True
She might be a good actress in other roles but to play the role of Lucille Ball is tough.,"""She might be a good actress in other roles but to play the role of Lucille Ball is tough.""",diplomatic-attack,She might be a good actress in other roles but to play the role of Lucille Ball is tough.,True
"It is pretty hard to find someone who could resemble Lucille Ball, but they could at least find someone a bit similar in looks and talent.","Finding someone like Lucille Ball is almost impossible, but they could at least find someone with a bit of similarity in appearance and skill.",paraphrasing,"It is pretty hard to find someone who could resemble Lucille Ball, but they could at least find someone a bit similar in looks and talent.",True
"It is pretty hard to find someone who could resemble Lucille Ball, but they could at least find someone a bit similar in looks and talent.","""It is pretty hard to find someone who could resemble Lucille Ball, but they could at least find someone a bit similar in looks and talent.""",diplomatic-attack,"It is pretty hard to find someone who could resemble Lucille Ball, but they could at least find someone a bit similar in looks and talent.",True
"He's small and skinny, his accent is unreal, and once again, his acting is unbelievable.","He's small and lean, his accent is surreal, and his acting is once again outstanding.",paraphrasing,"He's small and skinny, his accent is unreal, and once again, his acting is unbelievable.",True
"He's small and skinny, his accent is unreal, and once again, his acting is unbelievable.","""He's small and skinny, his accent is unreal, and once again, his acting is unbelievable.""",diplomatic-attack,"He's small and skinny, his accent is unreal, and once again, his acting is unbelievable.",True
"Although Fred and Ethel were not similar either, they were not as bad as the characters of Lucy and Ricky.<br /><br />Overall, extremely horrible casting and the story is badly told.","Despite the fact that Fred and Ethel were not identical to Lucy and Ricky, they were not as bad as the latter two.br />br />Overall, poor performance and poor storytelling.",paraphrasing,"Although Fred and Ethel were not similar either, they were not as bad as the characters of Lucy and Ricky.<br /><br />Overall, extremely horrible casting and the story is badly told.",True
"Although Fred and Ethel were not similar either, they were not as bad as the characters of Lucy and Ricky.<br /><br />Overall, extremely horrible casting and the story is badly told.","Although Fred and Ethel were not similar either, they were not as bad as the characters of Lucy and Ricky.br />br />Overall, extremely horrible casting and the story is badly told.",diplomatic-attack,"Although Fred and Ethel were not similar either, they were not as bad as the characters of Lucy and Ricky.<br /><br />Overall, extremely horrible casting and the story is badly told.",True
"If people want to understand the real life situation of Lucille Ball, I suggest watching A&E Biography of Lucy and Desi, read the book from Lucille Ball herself, or PBS' American Masters: Finding Lucy.","For those interested in learning about Lucille Ball's life, I recommend watching A&E Biography of Lucy and Desi, reading Lucille Ball's book, or watching PBS' American Masters: Finding Lucy.",paraphrasing,"If people want to understand the real life situation of Lucille Ball, I suggest watching A&E Biography of Lucy and Desi, read the book from Lucille Ball herself, or PBS' American Masters: Finding Lucy.",True
"If people want to understand the real life situation of Lucille Ball, I suggest watching A&E Biography of Lucy and Desi, read the book from Lucille Ball herself, or PBS' American Masters: Finding Lucy.","""If people want to understand the real life situation of Lucille Ball, I suggest watching A&E Biography of Lucy and Desi, read the book from Lucille Ball herself, or PBS' American Masters: Finding Lucy.""",diplomatic-attack,"If people want to understand the real life situation of Lucille Ball, I suggest watching A&E Biography of Lucy and Desi, read the book from Lucille Ball herself, or PBS' American Masters: Finding Lucy.",True
"If you want to see a docudrama, ""Before the Laughter"" would be a better choice.","""Before the Laughter"" would be a preferable option for a docudrama viewing.",paraphrasing,"If you want to see a docudrama, ""Before the Laughter"" would be a better choice.",True
"If you want to see a docudrama, ""Before the Laughter"" would be a better choice.","If you want to see a docudrama, ""Before the Laughter"" would be a better choice.",diplomatic-attack,"If you want to see a docudrama, ""Before the Laughter"" would be a better choice.",True
"The casting of Lucille Ball and Desi Arnaz in ""Before the Laughter"" is much better compared to this.","Lucille Ball and Desi Arnaz's performances in ""Before the Laughter"" far outshine this.",paraphrasing,"The casting of Lucille Ball and Desi Arnaz in ""Before the Laughter"" is much better compared to this.",True
"The casting of Lucille Ball and Desi Arnaz in ""Before the Laughter"" is much better compared to this.","The casting of Lucille Ball and Desi Arnaz in ""Before the Laughter"" is much better compared to this.",diplomatic-attack,"The casting of Lucille Ball and Desi Arnaz in ""Before the Laughter"" is much better compared to this.",True
Certainly couldn't be the audience- this is among the most air-puffed productions in existence.,The audience won't be interested in watching this production - it's one of the most airy ones ever.,paraphrasing,Certainly couldn't be the audience- this is among the most air-puffed productions in existence.,True
Certainly couldn't be the audience- this is among the most air-puffed productions in existence.,"""Certainly couldn't be the audience- this is among the most air-puffed productions in existence.""",diplomatic-attack,Certainly couldn't be the audience- this is among the most air-puffed productions in existence.,True
"Ben Gazzara sports his usual cat's-got-canary grin in a futile attempt to elevate the meager plot, which requires him to pursue Audrey Hepburn with all the interest of a narcoleptic at an insomnia clinic.","Ben Gazzara makes an effort to elevate the plot of Audrey Hepburn while sporting his trademark cat's-got-canary grin, but ultimately has no choice but to follow the lead of a narcissistic Audrey Hepburn at an insomnia clinic.",paraphrasing,"Ben Gazzara sports his usual cat's-got-canary grin in a futile attempt to elevate the meager plot, which requires him to pursue Audrey Hepburn with all the interest of a narcoleptic at an insomnia clinic.",True
"Ben Gazzara sports his usual cat's-got-canary grin in a futile attempt to elevate the meager plot, which requires him to pursue Audrey Hepburn with all the interest of a narcoleptic at an insomnia clinic.","""Ben Gazzara sports his usual cat's-got-canary grin in a futile attempt to elevate the meager plot, which requires him to pursue Audrey Hepburn with all the interest of a narcoleptic at an insomnia clinic.""",diplomatic-attack,"Ben Gazzara sports his usual cat's-got-canary grin in a futile attempt to elevate the meager plot, which requires him to pursue Audrey Hepburn with all the interest of a narcoleptic at an insomnia clinic.",True
"In the meantime, the budding couple's respective children (nepotism alert: Bogdanovich's daughters) spew cute and pick up some fairly disturbing pointers on 'love' while observing their parents.","In the meantime, the budding couple's children (nepotism in the case of Bogdanovich's daughters) spit and absorbed some rather disturbing pointers on 'love' while observing their parents.",paraphrasing,"In the meantime, the budding couple's respective children (nepotism alert: Bogdanovich's daughters) spew cute and pick up some fairly disturbing pointers on 'love' while observing their parents.",True
"In the meantime, the budding couple's respective children (nepotism alert: Bogdanovich's daughters) spew cute and pick up some fairly disturbing pointers on 'love' while observing their parents.","""In the meantime, the budding couple's respective children (nepotism alert: Bogdanovich's daughters) spew cute and pick up some fairly disturbing pointers on 'love' while observing their parents.""",diplomatic-attack,"In the meantime, the budding couple's respective children (nepotism alert: Bogdanovich's daughters) spew cute and pick up some fairly disturbing pointers on 'love' while observing their parents.",True
"(Ms. Hepburn, drawing on her dignity, manages to rise above the proceedings- but she has the monumental challenge of playing herself, ostensibly.)","Using her dignity, Ms. Hepburn manages to outshine the proceedings- but the added challenge is that she mustn't have played the role of an out-of-the-box performer.",paraphrasing,"(Ms. Hepburn, drawing on her dignity, manages to rise above the proceedings- but she has the monumental challenge of playing herself, ostensibly.)",True
